"id","name","pokemonBase","tipo1","tipo2","ps","ataque","defensa","ataqueEsp","defensaEsp","velocidad","sprite","slug"
"spinda","Spinda","Spinda","Normal",,"60","60","60","60","60","60","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Spinda"
"spiritomb","Spiritomb","Spiritomb","Fantasma","Siniestro","50","92","108","92","108","35","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Spiritomb"
"spoink","Spoink","Spoink","Psíquico",,"60","25","35","70","80","60","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Spoink"
"sprigatito","Sprigatito","Sprigatito","Planta",,"40","61","54","45","45","65","https://images.wikidexcdn.net/mwuploads/wikidex/8/8c/latest/20260306153605/Novena_generaci%C3%B3n.svg","Sprigatito"
"spritzee","Spritzee","Spritzee","Hada",,"78","52","60","63","65","23","https://images.wikidexcdn.net/mwuploads/wikidex/9/9e/latest/20260306153505/Sexta_generaci%C3%B3n.svg","Spritzee"
"squawkabilly","Squawkabilly","Squawkabilly","Normal","Volador","82","96","51","45","51","92","https://images.wikidexcdn.net/mwuploads/wikidex/8/8c/latest/20260306153605/Novena_generaci%C3%B3n.svg","Squawkabilly"
"squirtle","Squirtle","Squirtle","Agua",,"44","48","65","50","64","43","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/06/latest/20200214185855/Squirtle_HOME.png/100px-Squirtle_HOME.png","Squirtle"
"stakataka","Stakataka","Stakataka","Roca","Acero","61","131","211","53","101","13","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Stakataka"
"stantler","Stantler","Stantler","Normal",,"73","95","62","85","65","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/ba/latest/20251020084937/Tipo_ps%C3%ADquico_LPZA.png/80px-Tipo_ps%C3%ADquico_LPZA.png","Stantler"
"staraptor","Staraptor","Staraptor","Normal","Volador","85","120","70","50","60","100","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Staraptor"
"staravia","Staravia","Staravia","Normal","Volador","55","75","50","40","40","80","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cc/latest/20251020084843/Tipo_volador_LPZA.png/80px-Tipo_volador_LPZA.png","Staravia"
"starly","Starly","Starly","Normal","Volador","40","55","30","30","30","60","https://images.wikidexcdn.net/mwuploads/wikidex/5/5a/latest/20260306180611/Cuarta_generaci%C3%B3n.svg","Starly"
"starmie","Starmie","Starmie","Agua","Psíquico","60","75","85","100","85","115","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Starmie"
"staryu","Staryu","Staryu","Agua",,"30","45","55","70","55","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/32/latest/20251020084942/Tipo_hielo_LPZA.png/80px-Tipo_hielo_LPZA.png","Staryu"
"steelix","Steelix","Steelix","Acero","Tierra","75","85","200","55","65","30","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Steelix"
"Mega-Steelix","Mega-Steelix","Steelix","Acero","Tierra","75","125","230","55","95","30","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Steelix"
"steenee","Steenee","Steenee","Planta",,"52","40","48","40","48","62","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Steenee"
"stonjourner","Stonjourner","Stonjourner","Roca",,"100","125","135","20","20","70","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Stonjourner"
"stoutland","Stoutland","Stoutland","Normal",,"85","110","90","45","90","80","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Stoutland"
"stufful","Stufful","Stufful","Normal","Lucha","70","75","50","45","50","50","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Stufful"
"stunfisk","Stunfisk","Stunfisk","Tierra","Eléctrico","109","66","84","81","99","32","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Stunfisk"
"stunfisk-de-galar","Stunfisk de Galar","Stunfisk","Tierra","Acero","109","81","99","66","84","32","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Stunfisk_de_Galar"
"stunky","Stunky","Stunky","Veneno","Siniestro","63","63","47","41","41","74","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5e/latest/20251020084951/Tipo_siniestro_LPZA.png/80px-Tipo_siniestro_LPZA.png","Stunky"
"sudowoodo","Sudowoodo","Sudowoodo","Roca",,"70","100","115","30","65","30","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Sudowoodo"
"suicune","Suicune","Suicune","Agua",,"100","75","115","90","115","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/32/latest/20251020084942/Tipo_hielo_LPZA.png/80px-Tipo_hielo_LPZA.png","Suicune"
"sunflora","Sunflora","Sunflora","Planta",,"75","75","55","105","85","30","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Sunflora"
"sunkern","Sunkern","Sunkern","Planta",,"30","30","30","30","30","30","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e4/latest/20251020084855/Tipo_tierra_LPZA.png/80px-Tipo_tierra_LPZA.png","Sunkern"
"surskit","Surskit","Surskit","Bicho","Agua","40","30","32","50","52","65","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e4/latest/20251020084855/Tipo_tierra_LPZA.png/80px-Tipo_tierra_LPZA.png","Surskit"
"swablu","Swablu","Swablu","Normal","Volador","45","40","60","40","75","50","https://images.wikidexcdn.net/mwuploads/wikidex/4/4a/latest/20260306153335/Tercera_generaci%C3%B3n.svg","Swablu"
"swadloon","Swadloon","Swadloon","Bicho","Planta","55","63","90","50","80","42","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/71/latest/20251020124243/Tipo_insecto_LPZA.png/80px-Tipo_insecto_LPZA.png","Swadloon"
"swalot","Swalot","Swalot","Veneno",,"100","73","83","73","83","55","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/ba/latest/20251020084937/Tipo_ps%C3%ADquico_LPZA.png/80px-Tipo_ps%C3%ADquico_LPZA.png","Swalot"
"swampert","Swampert","Swampert","Agua","Tierra","100","110","90","85","90","60","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Swampert"
"swanna","Swanna","Swanna","Agua","Volador","75","87","63","87","63","98","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Swanna"
"swellow","Swellow","Swellow","Normal","Volador","60","85","60","75","50","125","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cc/latest/20251020084843/Tipo_volador_LPZA.png/80px-Tipo_volador_LPZA.png","Swellow"
"swinub","Swinub","Swinub","Hielo","Tierra","50","50","40","30","30","50","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/df/latest/20251020084956/Tipo_hada_LPZA.png/80px-Tipo_hada_LPZA.png","Swinub"
"swirlix","Swirlix","Swirlix","Hada",,"62","48","66","59","57","49","https://images.wikidexcdn.net/mwuploads/wikidex/9/9e/latest/20260306153505/Sexta_generaci%C3%B3n.svg","Swirlix"
"swoobat","Swoobat","Swoobat","Psíquico","Volador","67","57","55","77","55","114","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Swoobat"
"sylveon","Sylveon","Sylveon","Hada",,"95","65","65","110","130","60","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Sylveon"
"tadbulb","Tadbulb","Tadbulb","Eléctrico",,"61","31","41","59","35","45","https://images.wikidexcdn.net/mwuploads/wikidex/8/8c/latest/20260306153605/Novena_generaci%C3%B3n.svg","Tadbulb"
"taillow","Taillow","Taillow","Normal","Volador","40","55","30","30","30","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cc/latest/20251020084843/Tipo_volador_LPZA.png/80px-Tipo_volador_LPZA.png","Taillow"
"talonflame","Talonflame","Talonflame","Fuego","Volador","78","81","71","74","69","126","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Talonflame"
"tandemaus","Tandemaus","Tandemaus","Normal",,"50","50","45","40","45","75","https://images.wikidexcdn.net/mwuploads/wikidex/8/8c/latest/20260306153605/Novena_generaci%C3%B3n.svg","Tandemaus"
"tangela","Tangela","Tangela","Planta",,"65","55","115","100","40","60","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Tangela"
"tangrowth","Tangrowth","Tangrowth","Planta",,"100","100","125","110","50","50","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7b/latest/20251020084928/Tipo_planta_LPZA.png/80px-Tipo_planta_LPZA.png","Tangrowth"
"tapu-bulu","Tapu Bulu","Tapu Bulu","Planta","Hada","70","130","115","85","95","75","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6c/latest/20161118043003/Tapistal_Z_%28Dream_World%29.png/32px-Tapistal_Z_%28Dream_World%29.png","Tapu_Bulu"
"tapu-fini","Tapu Fini","Tapu Fini","Agua","Hada","70","75","115","95","130","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6c/latest/20161118043003/Tapistal_Z_%28Dream_World%29.png/32px-Tapistal_Z_%28Dream_World%29.png","Tapu_Fini"
"tapu-koko","Tapu Koko","Tapu Koko","Eléctrico","Hada","70","115","85","95","75","130","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6c/latest/20161118043003/Tapistal_Z_%28Dream_World%29.png/32px-Tapistal_Z_%28Dream_World%29.png","Tapu_Koko"
"tapu-lele","Tapu Lele","Tapu Lele","Psíquico","Hada","70","85","75","130","115","95","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6c/latest/20161118043003/Tapistal_Z_%28Dream_World%29.png/32px-Tapistal_Z_%28Dream_World%29.png","Tapu_Lele"
"tarountula","Tarountula","Tarountula","Bicho",,"35","41","45","29","40","20","https://images.wikidexcdn.net/mwuploads/wikidex/8/8c/latest/20260306153605/Novena_generaci%C3%B3n.svg","Tarountula"
"tatsugiri","Tatsugiri","Tatsugiri","Dragón","Agua","68","50","60","120","95","82","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Tatsugiri"
"Mega-Tatsugiri","Mega-Tatsugiri","Tatsugiri","Dragón","Agua","68","65","90","135","125","92","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Tatsugiri"
"tauros","Tauros","Tauros","Normal",,"75","100","95","40","70","110","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Tauros"
"tauros-de-paldea","Tauros de Paldea","Tauros","Lucha",,"75","110","105","30","70","100","https://images.wikidexcdn.net/mwuploads/wikidex/8/8c/latest/20260306153605/Novena_generaci%C3%B3n.svg","Tauros_de_Paldea"
"teddiursa","Teddiursa","Teddiursa","Normal",,"60","80","50","50","50","40","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Teddiursa"
"tentacool","Tentacool","Tentacool","Agua","Veneno","40","40","35","50","100","70","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Tentacool"
"tentacruel","Tentacruel","Tentacruel","Agua","Veneno","80","70","65","80","120","100","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Tentacruel"
"tepig","Tepig","Tepig","Fuego",,"65","63","45","45","45","45","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Tepig"
"terapagos-forma-astral","Terapagos forma astral","Terapagos","Normal",,"160","105","110","130","110","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/57/latest/20230417175840/Terapagos_normal.png/200px-Terapagos_normal.png","Terapagos"
"terapagos-forma-normal","Terapagos forma normal","Terapagos","Normal",,"90","65","85","65","85","60","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Terapagos"
"terapagos-forma-teracristal","Terapagos forma Teracristal","Terapagos","Normal",,"95","95","110","105","110","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/57/latest/20230417175840/Terapagos_normal.png/200px-Terapagos_normal.png","Terapagos"
"terrakion","Terrakion","Terrakion","Roca","Lucha","91","129","90","72","90","108","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Terrakion"
"thievul","Thievul","Thievul","Siniestro",,"70","58","58","87","92","90","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Thievul"
"throh","Throh","Throh","Lucha",,"120","100","85","30","85","45","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Throh"
"thwackey","Thwackey","Thwackey","Planta",,"70","85","70","55","60","80","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Thwackey"
"timburr","Timburr","Timburr","Lucha",,"75","80","55","25","35","35","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Timburr"
"ting-lu","Ting-Lu","Ting-Lu","Siniestro","Tierra","155","110","125","55","80","45","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Ting-Lu"
"tinkatink","Tinkatink","Tinkatink","Hada","Acero","50","45","45","35","64","58","https://images.wikidexcdn.net/mwuploads/wikidex/8/8c/latest/20260306153605/Novena_generaci%C3%B3n.svg","Tinkatink"
"tinkaton","Tinkaton","Tinkaton","Hada","Acero","85","75","77","70","105","94","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Tinkaton"
"tinkatuff","Tinkatuff","Tinkatuff","Hada","Acero","65","55","55","45","82","78","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2e/latest/20251020124236/Tipo_pelea_LPZA.png/75px-Tipo_pelea_LPZA.png","Tinkatuff"
"tirtouga","Tirtouga","Tirtouga","Agua","Roca","54","78","103","53","45","22","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Tirtouga"
"toedscool","Toedscool","Toedscool","Tierra","Planta","40","40","35","50","100","70","https://images.wikidexcdn.net/mwuploads/wikidex/8/8c/latest/20260306153605/Novena_generaci%C3%B3n.svg","Toedscool"
"toedscruel","Toedscruel","Toedscruel","Tierra","Planta","80","70","65","80","120","100","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c9/latest/20221208180742/Tipo_tierra_EP.png/90px-Tipo_tierra_EP.png","Toedscruel"
"togedemaru","Togedemaru","Togedemaru","Eléctrico","Acero","65","98","63","40","73","96","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Togedemaru"
"togekiss","Togekiss","Togekiss","Hada","Volador","85","50","95","120","115","80","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Togekiss"
"togepi","Togepi","Togepi","Hada",,"35","20","65","40","65","20","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Togepi"
"togetic","Togetic","Togetic","Hada","Volador","55","40","85","80","105","40","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Togetic"
"torchic","Torchic","Torchic","Fuego",,"45","60","40","70","50","45","https://images.wikidexcdn.net/mwuploads/wikidex/4/4a/latest/20260306153335/Tercera_generaci%C3%B3n.svg","Torchic"
"torkoal","Torkoal","Torkoal","Fuego",,"70","85","140","85","70","20","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Torkoal"
"torracat","Torracat","Torracat","Fuego",,"65","85","50","80","50","90","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Torracat"
"torterra","Torterra","Torterra","Planta","Tierra","95","109","105","75","85","56","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Torterra"
"totodile","Totodile","Totodile","Agua",,"50","65","64","44","48","43","https://images.wikidexcdn.net/mwuploads/wikidex/3/38/latest/20260306153303/Segunda_generaci%C3%B3n.svg","Totodile"
"toucannon","Toucannon","Toucannon","Normal","Volador","80","120","75","75","75","60","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Toucannon"
"toxapex","Toxapex","Toxapex","Veneno","Agua","50","63","152","53","142","35","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Toxapex"
"toxel","Toxel","Toxel","Eléctrico","Veneno","40","38","35","54","35","40","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Toxel"
"toxicroak","Toxicroak","Toxicroak","Veneno","Lucha","83","106","65","86","65","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Toxicroak"
"toxtricity","Toxtricity","Toxtricity","Eléctrico","Veneno","75","98","70","114","70","75","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Toxtricity"
"tranquill","Tranquill","Tranquill","Normal","Volador","62","77","62","50","42","65","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/97/latest/20251020084919/Tipo_fuego_LPZA.png/80px-Tipo_fuego_LPZA.png","Tranquill"
"trapinch","Trapinch","Trapinch","Tierra",,"45","100","45","45","45","10","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/71/latest/20251020124243/Tipo_insecto_LPZA.png/80px-Tipo_insecto_LPZA.png","Trapinch"
"treecko","Treecko","Treecko","Planta",,"40","45","35","65","55","70","https://images.wikidexcdn.net/mwuploads/wikidex/4/4a/latest/20260306153335/Tercera_generaci%C3%B3n.svg","Treecko"
"trevenant","Trevenant","Trevenant","Fantasma","Planta","85","110","76","65","82","56","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Trevenant"
"tronco-arena","Tronco arena","Wormadam","Bicho","Tierra","60","79","105","59","85","36","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7b/latest/20230318122811/Wormadam_planta_icono_G6.png/22px-Wormadam_planta_icono_G6.png","Wormadam"
"tronco-basura","Tronco basura","Wormadam","Bicho","Acero","60","69","95","69","95","36","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4b/latest/20260518213440/Wormadam.png/200px-Wormadam.png","Wormadam"
"tronco-planta","Tronco planta","Wormadam","Bicho","Planta","60","59","85","79","105","36","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7b/latest/20230318122811/Wormadam_planta_icono_G6.png/22px-Wormadam_planta_icono_G6.png","Wormadam"
